 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
 66072    0.1284  -705361.507074  -705358.016879
 66073   -0.0372  -705685.053808  -705683.000405
 66074    0.0171  -705327.771539  -705324.854161
 66075   -0.0777  -705502.697367  -705496.320023
 66076   -0.0199  -705480.596459  -705474.848569
 66077    0.0327  -705744.185234  -705739.863340
 66078   -0.0181  -705653.495228  -705651.044843
 66079   -0.0415  -705577.277537  -705570.021984
 66080   -0.0136  -705400.530049  -705393.472302
 66081   -0.0513  -705881.313531  -705873.993313
 66082   -0.0542  -705553.181796  -705549.771893
 66083    0.0465  -705346.377604  -705343.526186
 66084   -0.0548  -705626.749102  -705621.648347
 66085   -0.0197  -705323.975949  -705319.956291
 66086    0.0982  -705270.324979  -705266.117452
 66087   -0.0151  -705473.203159  -705467.507150
 66088   -0.0032  -705295.391081  -705294.551784
 66089    0.0434  -705187.564041  -705184.241537
 66090    0.0149  -705725.343049  -705721.066182
 66091   -0.0437  -705725.295301  -705723.014622
 66092   -0.0864  -705230.250964  -705228.070543
 66093   -0.0895  -705302.815146  -705298.084847
 66094    0.0993  -705642.094739  -705638.746138
 66095    0.0923  -705265.745552  -705263.008535
 66096    0.0471  -705819.502332  -705816.458656
 66097    0.0107  -705389.040089  -705386.719600
 66098   -0.0671  -705585.341798  -705582.929501
 66099   -0.1267  -705662.115033  -705660.107020
 66100   -0.0479  -705780.625177  -705780.396600
 66101    0.0956  -705425.343114  -705424.934601
 66102   -0.0370  -705701.178612  -705697.853541
 66103   -0.1113  -705450.287747  -705445.306667
 66104   -0.0268  -705529.959813  -705526.553081
 66105   -0.0166  -705416.072482  -705413.936319
 66106   -0.0556  -705621.163767  -705618.180591
 66107   -0.0170  -705259.864140  -705257.615337
 66108    0.0338  -705551.432364  -705550.206075
 66109    0.0645  -705389.010543  -705383.566363
 66110   -0.0251  -705471.100832  -705470.148625
 66111    0.0512  -705716.128906  -705714.617306
 66112   -0.0846  -705540.060128  -705536.208114
 66113    0.1021  -705785.347229  -705783.397016
 66114   -0.0769  -705333.625141  -705332.122927
 66115   -0.0574  -705600.553569  -705598.303552
 66116    0.1229  -705246.422022  -705244.903569
 66117    0.0106  -705499.218770  -705496.417547
 66118    0.0643  -705390.140912  -705387.861432
 66119   -0.0038  -705179.713265  -705176.666241
 66120   -0.0131  -705535.894841  -705534.184289
 66121    0.0132  -705516.883297  -705512.427599
 66122   -0.0027  -705672.792467  -705670.159939
 66123   -0.0674  -705524.160003  -705520.462939
 66124    0.1852  -705553.993328  -705552.173681
 66125   -0.0862  -705282.844933  -705279.073019
 66126    0.0022  -705322.269865  -705314.591961
 66127   -0.0157  -705460.013943  -705457.023855
 66128   -0.1191  -705477.203993  -705472.020513
 66129   -0.0155  -705356.347717  -705352.538758
 66130   -0.0174  -705470.519457  -705466.169855
 66131   -0.0048  -705376.543845  -705372.154560
 66132   -0.0344  -705628.417839  -705623.815765
 66133    0.0474  -705621.991521  -705618.712427
 66134   -0.0870  -705770.055746  -705765.542210
 66135    0.0980  -705535.617363  -705530.041499
 66136   -0.0085  -705230.707071  -705229.907721
 66137    0.0374  -705473.828055  -705471.895547
 66138   -0.1324  -705707.976795  -705704.213776
 66139    0.1077  -705220.991477  -705214.852123
 66140   -0.0552  -705415.058563  -705409.548638
 66141   -0.1117  -705556.998968  -705554.850556
 66142    0.0800  -705548.877878  -705544.202124
 66143   -0.0718  -705485.723613  -705483.118525
 66144   -0.0715  -705656.213724  -705651.242891
 66145    0.0862  -705519.396054  -705513.641776
 66146   -0.0779  -705465.353666  -705462.100329
 66147    0.0366  -705206.973696  -705204.395218
 66148   -0.0900  -705546.269600  -705541.766281
 66149   -0.0763  -705605.843128  -705602.914995
 66150   -0.0057  -705592.235852  -705587.611020
 66151    0.0389  -705571.461845  -705568.640900
 66152   -0.0810  -705633.662247  -705627.161986
 66153   -0.0832  -705585.434342  -705581.372222
 66154   -0.0438  -705696.202060  -705692.483858
 66155   -0.0554  -705469.679192  -705468.081736
 66156   -0.0687  -705342.831241  -705340.454742
 66157    0.0636  -705706.196172  -705705.079759
 66158    0.0069  -705472.880751  -705471.316607
 66159    0.0651  -705370.452742  -705367.872426
 66160    0.0752  -705361.587607  -705359.407637
 66161    0.0581  -705577.628559  -705576.658143
 66162    0.0173  -705577.957227  -705576.303072
 66163    0.0925  -705187.818756  -705186.337495
 66164   -0.0366  -705485.220788  -705482.428815
 66165   -0.0221  -705798.612035  -705795.300637
 66166    0.0328  -705504.622743  -705499.822180
 66167    0.0315  -705546.278302  -705543.087858
 66168   -0.0502  -705622.510321  -705620.380397
 66169    0.0549  -705527.439252  -705524.828721
 66170    0.0112  -705456.552967  -705458.239966
 66171    0.0259  -705296.626296  -705296.151907
 66172    0.0679  -705451.602580  -705450.004202
 66173   -0.1023  -705314.474989  -705314.648511
 66174   -0.0858  -705305.723714  -705302.489566
 66175    0.0954  -705704.594814  -705696.663864
 66176    0.1172  -705394.398179  -705390.438524
 66177   -0.0155  -705374.938651  -705367.793236
 66178    0.0457  -705457.684741  -705455.331884
 66179    0.0957  -705151.089486  -705148.190176
 66180   -0.1196  -705405.356952  -705402.862024
 66181    0.0202  -705321.530375  -705319.252444
 66182    0.0659  -705302.046089  -705296.770330
 66183   -0.1055  -705287.687535  -705282.973653
 66184   -0.0735  -705426.764282  -705423.067484
 66185    0.0804  -705527.294279  -705523.064536
 66186   -0.1248  -705471.243615  -705467.552756
 66187    0.0181  -705360.365640  -705357.983330
 66188   -0.0606  -705262.940475  -705261.423486
 66189   -0.0189  -705278.502315  -705278.371250
 66190    0.0236  -705236.367719  -705233.266875
 66191    0.0032  -705484.666748  -705479.876633
 66192   -0.0843  -705545.385249  -705543.307066
 66193    0.1473  -705509.195730  -705507.791209
 66194    0.0058  -705557.343010  -705556.126439
 66195    0.0046  -705326.960352  -705323.365613
 66196    0.0140  -705302.904857  -705300.546773
 66197   -0.0162  -705482.765481  -705480.785454
 66198   -0.1037  -705315.489689  -705311.230255
 66199    0.0372  -705447.237679  -705443.787263
 66200    0.0923  -705607.523872  -705605.740285
 66201   -0.0049  -705571.537983  -705567.490030
 66202   -0.0367  -705238.759025  -705234.076963
 66203    0.0816  -705282.692317  -705279.745582
 66204   -0.0165  -705599.733170  -705600.493189
 66205   -0.0396  -705264.695927  -705259.686163
 66206    0.0292  -705020.922691  -705018.053085
 66207    0.0013  -705281.876178  -705279.161433
 66208   -0.0912  -705493.297777  -705490.927859
 66209   -0.0029  -705170.047876  -705166.503565
 66210   -0.0240  -705411.492403  -705408.591684
 66211    0.0024  -705502.101264  -705498.138982
 66212    0.0572  -705487.028621  -705483.887967
 66213    0.0211  -705435.979135  -705431.329917
 66214    0.0853  -705619.199651  -705617.026067
 66215    0.1741  -705168.479852  -705167.590531
 66216   -0.0842  -705313.177058  -705310.927224
 66217    0.0937  -705326.270426  -705324.250146
 66218   -0.0335  -705520.970485  -705519.363070
 66219    0.0232  -705677.645868  -705675.903160
 66220    0.0577  -705731.261701  -705729.775583
 66221    0.0519  -705340.146571  -705339.261547
 66222   -0.1700  -705532.695099  -705529.661984
 66223    0.0377  -705512.921844  -705513.637888
 66224    0.0059  -705265.995190  -705265.909754
 66225   -0.1207  -705447.733211  -705446.894380
 66226   -0.0534  -705385.793193  -705384.295725
 66227    0.0026  -705807.119111  -705805.541826
 66228   -0.0614  -705634.894513  -705632.632909
 66229   -0.0080  -705356.700791  -705353.087826
 66230   -0.0499  -705690.685331  -705687.988971
 66231    0.0251  -705341.058893  -705337.611560
 66232    0.0590  -705447.876989  -705446.267558
 66233    0.1363  -705481.216290  -705476.065226
 66234   -0.0130  -705593.244700  -705591.415893
 66235    0.0314  -705452.577379  -705450.559028
 66236    0.0300  -705564.522005  -705560.699724
 66237    0.0025  -705597.436543  -705594.986380
 66238   -0.0192  -705473.441002  -705471.457022
 66239   -0.0442  -705417.041036  -705413.621595
 66240   -0.0070  -705443.049330  -705438.476419
 66241    0.0624  -705681.549473  -705677.378914
 66242    0.0526  -705605.593751  -705602.995313
 66243   -0.0159  -705542.228543  -705539.799971
 66244   -0.0084  -705562.869628  -705557.046408
 66245    0.0377  -705318.264316  -705315.754249
 66246    0.0639  -705380.410493  -705375.205582
 66247   -0.1157  -705324.921091  -705323.245294
 66248    0.0696  -705461.633084  -705454.790847
 66249   -0.0351  -705416.965512  -705412.812699
 66250   -0.0623  -705271.954052  -705269.482902
 66251    0.0552  -705562.666781  -705559.617032
 66252    0.0375  -705553.360818  -705547.624745
 66253   -0.0094  -705489.946225  -705484.702794
 66254    0.0246  -705498.307301  -705491.068374
 66255    0.0313  -705320.940001  -705315.423023
 66256    0.0342  -705099.091772  -705093.262065
 66257   -0.1130  -705692.775221  -705688.440231
 66258   -0.0207  -705295.650732  -705293.956414
 66259   -0.0200  -705248.163134  -705245.167142
 66260   -0.0102  -705428.209642  -705422.336240
 66261   -0.0737  -705558.313879  -705552.463349
 66262    0.0488  -705326.703792  -705321.378543
 66263   -0.0964  -705245.711416  -705241.667113
 66264   -0.0043  -705545.999374  -705543.990267
 66265    0.0167  -705349.945775  -705347.268289
 66266   -0.0280  -705756.366402  -705753.037937
 66267   -0.0136  -705269.113471  -705265.119362
 66268    0.0413  -705352.622923  -705349.275698
 66269   -0.0647  -705367.466534  -705367.467101
 66270    0.0925  -705594.855110  -705588.638031
 66271    0.0196  -705332.041762  -705325.805728
 66272   -0.0795  -705369.367467  -705365.459567
 66273   -0.0619  -705464.870481  -705461.488648
 66274    0.0326  -705504.318432  -705501.225040
 66275    0.0088  -705327.052816  -705324.928622
 66276   -0.0240  -705366.411724  -705362.271899
 66277   -0.1107  -705055.763081  -705054.313013
 66278    0.0026  -705524.456426  -705520.376202
 66279   -0.0342  -705713.572354  -705712.447813
 66280   -0.0401  -705507.329073  -705506.837478
 66281   -0.1250  -705094.681731  -705092.973150
 66282    0.0089  -705410.377014  -705411.166478
 66283   -0.0700  -705432.579400  -705429.439904
 66284    0.0799  -705369.743674  -705363.047590
 66285   -0.1318  -705229.074901  -705227.321067
 66286    0.1037  -705018.954731  -705016.403967
 66287   -0.0183  -705261.698680  -705260.546346
 66288   -0.0836  -705667.917643  -705665.817364
 66289   -0.0561  -705377.149783  -705371.174247
 66290    0.0755  -705309.098865  -705307.087283
 66291    0.0701  -705673.097356  -705671.797736
 66292    0.0015  -705277.865986  -705273.464666
 66293    0.0328  -705286.318216  -705282.560629
 66294    0.0336  -705480.299077  -705479.087529
 66295    0.0266  -705165.934722  -705165.518577
 66296    0.0602  -705802.040351  -705801.674451
 66297    0.0289  -705431.363117  -705427.227821
 66298    0.0771  -705226.543476  -705226.278912
 66299    0.0219  -705871.053886  -705869.160944
 66300    0.0742  -705494.823663  -705491.913637
 66301    0.0605  -705655.377745  -705654.460048
 66302    0.0227  -705406.591605  -705403.823720
 66303    0.0347  -705538.650199  -705535.459685
 66304    0.0879  -705303.349782  -705296.489639
 66305   -0.0360  -705276.504784  -705273.847874
 66306    0.1251  -705306.621737  -705304.245224
 66307   -0.0161  -705254.578840  -705254.703248
 66308    0.0377  -705558.002876  -705553.361423
 66309    0.0981  -705095.375925  -705092.844922
 66310    0.0957  -705359.377259  -705359.739741
 66311    0.0642  -705469.819181  -705468.556849
 66312    0.1628  -704909.333989  -704905.913153
 66313   -0.0908  -705580.204428  -705579.812105
 66314    0.0550  -705274.003554  -705273.596455
 66315    0.0142  -704946.611528  -704940.616335
 66316    0.0218  -705551.378701  -705549.526478
 66317   -0.0184  -704979.226584  -704976.528359
 66318    0.0062  -705196.093923  -705192.733747
 66319   -0.0311  -705566.096248  -705561.778571
 66320   -0.0087  -705275.986481  -705275.704190
 66321    0.0363  -705228.381621  -705226.609500
 66322   -0.0408  -705156.741089  -705154.728007
 66323   -0.0313  -705353.759238  -705351.303923
 66324    0.0630  -705237.541013  -705231.838523
 66325   -0.0263  -705301.645555  -705297.046497
 66326    0.1120  -705267.224754  -705262.527426
 66327    0.0083  -705125.831382  -705119.698752
 66328   -0.0656  -705057.251257  -705054.254848
 66329    0.0309  -705147.282211  -705140.861084
 66330   -0.1084  -705186.823132  -705186.219822
 66331   -0.0025  -705495.708280  -705491.990999
 66332    0.0136  -705327.511574  -705323.348356
 66333   -0.0212  -705294.368543  -705293.241070
 66334    0.0252  -705315.495211  -705316.060376
 66335    0.0566  -705231.911766  -705229.689247
 66336    0.0077  -705596.717490  -705594.153789
 66337   -0.0785  -705205.228929  -705204.178277
 66338    0.1083  -705234.817194  -705231.038533
 66339   -0.0499  -705572.828991  -705571.383202
 66340    0.0705  -705179.376029  -705178.154674
 66341    0.0328  -705571.157033  -705564.877582
 66342   -0.0497  -705515.474769  -705508.204869
 66343    0.0065  -705492.303199  -705488.023147
 66344    0.0474  -705742.222051  -705733.829087
 66345   -0.0622  -705508.220494  -705504.132340
 66346    0.0877  -705468.864758  -705465.635864
 66347   -0.0062  -705378.993775  -705376.681313
 66348   -0.0299  -705497.509143  -705494.630072
 66349    0.0809  -705393.673679  -705388.401379
 66350    0.0704  -705485.769376  -705482.347982
 66351   -0.0082  -705443.634038  -705443.701482
 66352    0.1401  -705276.734371  -705275.303868
 66353   -0.1352  -705620.028443  -705617.031911
 66354    0.1636  -705422.362267  -705420.996931
 66355   -0.0200  -705538.379023  -705536.118719
 66356    0.1833  -705579.091189  -705576.674004
 66357   -0.0086  -705303.788745  -705301.301917
 66358    0.1046  -705229.385962  -705227.395485
 66359   -0.0819  -705314.949243  -705312.735027
 66360    0.0378  -705621.045216  -705614.019605
 66361   -0.0227  -705369.087850  -705362.649244
 66362    0.0058  -705578.699589  -705572.089899
 66363   -0.0411  -705392.758104  -705390.756139
 66364    0.0695  -705307.085229  -705306.684056
 66365   -0.0164  -705555.870416  -705550.461479
 66366   -0.0933  -705133.141477  -705127.917969
 66367   -0.0760  -705453.679590  -705448.410078
 66368   -0.0246  -705327.635387  -705324.639179
 66369    0.0549  -705168.732922  -705164.114915
 66370   -0.0632  -705596.797520  -705594.828648
 66371    0.0695  -705128.140908  -705122.174632
 66372    0.0831  -705348.050806  -705342.533894
 66373   -0.0482  -705340.274913  -705335.584493
 66374   -0.0385  -705243.381684  -705241.175883
 66375    0.0370  -705229.233049  -705226.834129
 66376    0.0284  -705346.788113  -705343.260587
 66377    0.0116  -705192.611482  -705190.343437
 66378    0.0404  -705306.506879  -705300.371559
 66379    0.0403  -705541.697333  -705542.065474
 66380   -0.0422  -705330.517444  -705325.053603
 66381    0.0422  -705182.971755  -705173.871287
 66382   -0.0523  -705311.536725  -705306.568557
 66383    0.0026  -705415.543221  -705413.357816
 66384   -0.0577  -705011.344934  -705008.624419
 66385    0.1359  -705325.330394  -705318.695231
 66386   -0.0256  -704955.332104  -704951.374357
 66387    0.1055  -705625.922003  -705624.702399
 66388   -0.0636  -705384.535259  -705383.395794
 66389    0.0220  -705480.733455  -705477.974757
 66390   -0.0409  -705635.163876  -705632.303604
 66391   -0.1393  -705314.253359  -705313.951877
 66392    0.0755  -705135.009241  -705133.358335
 66393   -0.0593  -705454.202687  -705451.893278
 66394   -0.0303  -705344.476101  -705341.063394
 66395   -0.0841  -705654.164912  -705651.304527
 66396    0.0409  -705225.545839  -705222.196821
 66397   -0.1436  -705593.985466  -705588.665868
 66398   -0.0350  -705483.492277  -705482.246703
 66399    0.0166  -705589.304783  -705587.041572
 66400    0.0019  -705518.959942  -705516.398038
 66401   -0.0099  -705314.851524  -705311.520673
 66402    0.0051  -705751.058646  -705748.840483
 66403   -0.0381  -705347.722235  -705346.972099
 66404    0.0032  -705290.818673  -705289.675545
 66405   -0.0026  -705225.840498  -705224.606337
 66406    0.1004  -705160.784421  -705160.760342
 66407   -0.0665  -705337.117527  -705335.423144
 66408    0.0157  -705821.876476  -705819.540115
 66409    0.0805  -705381.031749  -705377.816180
 66410   -0.0462  -705396.505097  -705394.377902
 66411   -0.0394  -705460.872069  -705458.920915
 66412   -0.0376  -705564.655561  -705560.123099
 66413    0.0737  -705399.355305  -705392.177576
 66414   -0.0079  -705779.432852  -705775.810542
 66415   -0.0127  -705388.306709  -705384.779649
 66416   -0.0335  -705301.971372  -705299.106756
 66417    0.0852  -705645.750846  -705640.239648
 66418    0.0479  -705432.910474  -705429.628558
 66419   -0.0305  -705180.382019  -705174.890631
 66420    0.0409  -705666.538359  -705660.837295
 66421   -0.0191  -705207.653048  -705204.537407
 66422    0.0340  -705199.314928  -705196.230507
 66423    0.0634  -705510.255862  -705506.322844
 66424    0.1116  -705249.182459  -705243.991483
 66425   -0.0688  -705559.493738  -705557.318918
 66426    0.0420  -705677.764707  -705672.865322
 66427   -0.0034  -705607.712611  -705605.181855
 66428    0.0249  -705513.580258  -705507.388771
 66429   -0.0216  -705621.662684  -705618.290790
 66430    0.0056  -705309.750202  -705303.898591
 66431   -0.0408  -705463.587563  -705457.139057
 66432   -0.0006  -705818.700043  -705812.171709
 66433   -0.0250  -705366.802780  -705362.586537
 66434    0.0298  -705261.955815  -705261.520434
 66435   -0.0714  -705761.582432  -705759.456476
 66436    0.0551  -705552.067947  -705549.337836
 66437   -0.0010  -705371.626538  -705368.918977
 66438   -0.0203  -705423.684355  -705419.547774
 66439    0.0166  -705436.279135  -705431.069186
 66440    0.0293  -705648.271172  -705646.896953
 66441   -0.0715  -705440.899194  -705437.266680
 66442    0.0141  -705330.332163  -705327.611583
 66443   -0.0404  -705277.145184  -705274.591941
 66444   -0.0084  -705747.763868  -705745.404973
 66445   -0.0118  -705483.262846  -705479.109558
 66446   -0.0788  -705114.587364  -705111.400275
 66447   -0.0141  -705717.302388  -705712.389836
 66448   -0.0494  -705232.350971  -705230.428964
 66449   -0.0032  -705093.565863  -705091.417608
 66450   -0.0810  -705783.986845  -705776.219277
 66451    0.0656  -705358.822315  -705354.839512
 66452    0.0531  -705269.617906  -705267.127252
 66453    0.0582  -705432.224359  -705429.442589
 66454    0.1030  -705389.925578  -705386.794695
 66455    0.1415  -705429.743369  -705426.415360
 66456   -0.0141  -705465.597906  -705463.430457
 66457   -0.0141  -704884.716670  -704885.569866
 66458    0.0626  -705215.588916  -705214.119857
 66459   -0.0108  -705486.510652  -705486.773298
 66460    0.1001  -705215.088718  -705211.088648
 66461    0.1035  -705356.673628  -705351.952787
 66462   -0.0710  -705622.890735  -705620.586587
 66463    0.0162  -705369.566997  -705361.885214
 66464    0.0030  -705465.431904  -705462.474653
 66465   -0.0642  -705788.791863  -705786.735189
 66466    0.0444  -705463.304103  -705458.695045
 66467    0.0573  -705435.859607  -705431.733147
 66468   -0.0061  -705610.842897  -705607.942075
 66469   -0.0227  -705425.221436  -705424.252029
 66470    0.0130  -705608.744891  -705603.810586
 66471   -0.0735  -705480.065595  -705477.468225
 66472    0.1158  -705218.190528  -705216.132765
 66473    0.0049  -705412.285308  -705409.065553
 66474   -0.0498  -705606.165395  -705600.444900
 66475   -0.0163  -705463.740665  -705460.176385
 66476   -0.0256  -705487.709227  -705483.743478
 66477   -0.0577  -705587.771552  -705584.890137
 66478    0.0709  -705445.354763  -705442.416204
 66479   -0.0300  -705379.436927  -705376.451395
 66480   -0.0733  -705772.419133  -705767.927839
 66481    0.0259  -705296.594394  -705292.131263
 66482    0.0366  -705041.892259  -705039.392332
 66483   -0.0754  -705568.019000  -705562.975666
 66484   -0.0153  -704971.771915  -704965.806802
 66485    0.0449  -705390.514117  -705383.187525
 66486    0.1448  -705204.014225  -705201.123696
 66487   -0.0010  -705303.889140  -705300.003151
 66488    0.0024  -705129.174211  -705126.443736
 66489   -0.0450  -705225.933405  -705222.130209
 66490    0.0060  -705300.701728  -705294.333615
 66491    0.0047  -705267.333747  -705263.789580
 66492    0.0343  -705527.340635  -705522.302647
 66493   -0.0087  -705508.180503  -705503.073223
 66494    0.0001  -705660.684864  -705657.370757
 66495    0.0393  -705402.838973  -705398.016450
 66496   -0.0275  -705719.614896  -705715.402262
 66497   -0.1132  -705504.085682  -705499.534103
 66498    0.0013  -705484.005471  -705483.204114
 66499    0.0567  -705482.029549  -705478.202453
 66500    0.0297  -705233.315729  -705231.620748
 66501   -0.0419  -705329.857164  -705323.116090
 66502    0.0786  -705538.215850  -705535.724857
 66503   -0.0577  -705502.953423  -705496.795930
 66504    0.0187  -705276.027896  -705268.857480
 66505   -0.0211  -705418.718675  -705417.620880
 66506   -0.0527  -705410.770775  -705406.801718
 66507   -0.0394  -705623.944962  -705617.819552
 66508   -0.0459  -705618.649655  -705614.324421
 66509   -0.0399  -705598.182639  -705594.473547
 66510    0.0140  -705355.748386  -705350.179193
 66511    0.0353  -705159.447180  -705152.675971
 66512   -0.0647  -705299.033950  -705292.385066
 66513    0.0559  -705369.814286  -705361.943856
 66514   -0.0161  -705563.748334  -705557.967387
 66515    0.0232  -705294.953512  -705290.202193
 66516   -0.0778  -705494.294581  -705490.521482
 66517    0.0792  -705274.116689  -705269.775979
 66518   -0.0734  -705280.728539  -705278.450670
 66519   -0.0079  -705366.103856  -705359.415840
 66520   -0.0824  -705585.696662  -705580.195430
 66521    0.0828  -705530.492690  -705531.612638
 66522   -0.0564  -705158.110748  -705154.315778
 66523    0.0057  -705322.942341  -705319.541462
 66524   -0.0664  -705495.378616  -705491.497203
 66525   -0.0550  -705505.912316  -705500.393619
 66526   -0.0356  -705447.458088  -705443.198624
 66527    0.0583  -705360.248955  -705355.714043
 66528    0.0534  -705391.634648  -705385.220218
 66529   -0.0416  -705253.005201  -705244.036821
 66530    0.0952  -705315.422921  -705310.025841
 66531   -0.0345  -705507.899447  -705502.622265
 66532   -0.0017  -705546.587882  -705542.094831
 66533   -0.0251  -705557.191804  -705551.508793
 66534    0.1814  -705415.022588  -705412.641488
 66535    0.0039  -705312.638278  -705308.439590
 66536    0.0210  -705527.161993  -705526.629984
 66537   -0.0142  -705430.887984  -705427.936477
 66538   -0.1136  -705501.971162  -705499.032994
 66539   -0.0751  -705759.075350  -705756.279171
 66540   -0.0183  -705457.113885  -705453.851527
 66541    0.0247  -705304.592014  -705301.527812
 66542   -0.1205  -705244.134099  -705238.317388
 66543    0.1239  -705610.822399  -705607.178368
 66544   -0.0464  -705326.875343  -705323.581229
 66545    0.0202  -705244.671987  -705241.937632
 66546   -0.0641  -705594.164732  -705591.466300
 66547    0.1647  -705521.942754  -705520.535826
 66548   -0.1034  -705187.165123  -705185.972425
 66549    0.1320  -705618.738448  -705614.205224
 66550   -0.0709  -705377.153890  -705369.047086
 66551    0.1294  -705240.462241  -705239.288583
 66552    0.0060  -705504.401905  -705500.588756
 66553    0.0556  -705438.050176  -705432.327762
 66554    0.0042  -705393.589101  -705390.960081
 66555    0.1192  -705471.314560  -705470.401179
 66556    0.0610  -705359.720984  -705354.774250
 66557    0.0687  -705410.885719  -705409.067792
 66558   -0.0565  -705438.324540  -705439.333827
 66559    0.0668  -705290.346333  -705287.840068
 66560   -0.0516  -705219.764876  -705218.499022
 66561    0.0707  -705315.288057  -705312.605468
 66562    0.1249  -705764.858756  -705762.515610
 66563    0.0845  -705318.024062  -705316.760774
 66564   -0.0404  -705258.785369  -705257.106193
 66565    0.0020  -705439.269376  -705437.825444
 66566   -0.0330  -705520.230852  -705518.810745
 66567   -0.0244  -705290.457015  -705285.436147
 66568    0.0716  -705175.076363  -705169.872336
 66569    0.0301  -705356.542753  -705354.010376
 66570   -0.0083  -705611.772555  -705606.257817
 66571   -0.0988  -705318.744958  -705319.927096
 66572   -0.0270  -705496.996909  -705492.084241
 66573    0.1068  -705587.252071  -705587.599263
 66574   -0.0216  -705471.355624  -705470.685925
 66575    0.0876  -705038.260127  -705034.753349
 66576   -0.1040  -705370.603384  -705368.839336
 66577    0.0692  -705362.706339  -705353.856094
 66578   -0.0721  -705344.036613  -705340.924754
 66579    0.0709  -705288.809984  -705284.345284
 66580   -0.1026  -705244.403593  -705239.754855
 66581    0.0545  -705102.304128  -705097.939866
 66582    0.0522  -705331.945723  -705328.791471
 66583    0.0554  -705369.111494  -705364.852317
 66584   -0.0091  -705547.565038  -705543.223445
 66585   -0.0440  -705519.225624  -705516.028266
 66586    0.0936  -705229.177587  -705225.674093
 66587    0.0923  -705284.696210  -705282.327709
 66588   -0.0968  -705316.967100  -705313.351639
 66589   -0.0945  -705517.089783  -705512.591555
 66590    0.0795  -705459.917390  -705455.305896
 66591   -0.0707  -705531.568641  -705526.969403
 66592    0.0891  -705527.993736  -705525.812415
 66593    0.0175  -705554.617112  -705548.088313
 66594    0.0177  -705458.954891  -705454.816750
 66595   -0.0344  -705298.032176  -705293.753598
 66596    0.1592  -705578.916122  -705575.102829
 66597   -0.0497  -705409.257672  -705404.485276
 66598    0.0598  -705503.484129  -705498.655882
 66599    0.0022  -705364.470708  -705357.730400
 66600    0.0602  -705464.941041  -705462.931427
 66601    0.0613  -705332.708448  -705330.743161
 66602    0.0364  -705501.589166  -705496.743538
 66603   -0.0353  -705168.527331  -705164.321678
 66604   -0.0024  -705740.203175  -705736.043093
 66605    0.1393  -705198.784894  -705198.501852
 66606    0.0318  -705424.324260  -705422.224924
 66607   -0.0158  -705436.595941  -705431.594432
 66608   -0.0738  -705587.047068  -705585.570291
 66609    0.1361  -705527.841564  -705524.615855
 66610   -0.0648  -705467.525002  -705463.849905
 66611    0.0080  -705450.794112  -705447.376443
 66612   -0.0350  -705440.589540  -705437.913411
 66613    0.0557  -705206.584420  -705204.586170
 66614   -0.0280  -705341.878843  -705341.723855
 66615    0.0518  -705412.059675  -705409.681885
 66616    0.0391  -705541.895545  -705536.920396
 66617    0.0044  -705620.536337  -705616.749076
 66618   -0.1086  -705462.192449  -705458.897353
 66619    0.1145  -705675.259920  -705672.947392
 66620   -0.0257  -705141.515182  -705137.797674
 66621    0.0068  -705570.264844  -705563.641059
 66622    0.0739  -705458.960201  -705456.218157
 66623   -0.0041  -705657.482815  -705657.464880
 66624    0.1194  -705816.363294  -705813.736213
 66625   -0.0125  -705593.466216  -705589.963943
 66626    0.0627  -705470.652408  -705466.574284
 66627    0.0201  -705488.846026  -705486.552038
 66628    0.0278  -705482.067498  -705479.801744
 66629   -0.0852  -705526.238457  -705524.707219
 66630   -0.0883  -705796.765123  -705791.675675
 66631   -0.0407  -705723.190438  -705721.898075
 66632    0.0284  -705490.047048  -705488.011575
 66633    0.0719  -705308.509902  -705301.126482
 66634   -0.0742  -705169.063755  -705164.809160
 66635    0.0265  -705384.034945  -705380.143215
 66636    0.0240  -705472.176886  -705469.078348
 66637   -0.0415  -705190.976784  -705184.579327
 66638   -0.0840  -705364.736756  -705361.567698
 66639    0.0056  -705215.128186  -705211.570321
 66640   -0.0941  -705318.553190  -705316.921724
 66641    0.0179  -705257.297386  -705255.047474
 66642    0.0156  -705534.528457  -705532.747105
 66643    0.0192  -705495.169887  -705492.468368
 66644    0.0044  -705420.864900  -705419.192464
 66645    0.0293  -705395.597720  -705392.969692
 66646   -0.0480  -705252.698395  -705250.310388
 66647    0.0443  -705318.164057  -705316.465000
 66648    0.0106  -705618.176146  -705612.458580
 66649   -0.0919  -705309.330719  -705305.198396
 66650    0.0088  -705503.406016  -705501.757973
 66651    0.0791  -705381.183287  -705378.328608
 66652    0.0294  -705193.945361  -705193.170496
 66653   -0.0719  -705320.208730  -705318.181878
 66654   -0.0420  -705524.572918  -705522.812392
 66655   -0.0574  -705580.925966  -705578.811609
 66656   -0.0980  -705331.092878  -705331.048262
 66657    0.0444  -705331.431115  -705331.058194
 66658   -0.0226  -705331.550708  -705330.975273
 66659    0.0275  -705326.452729  -705322.099894
 66660   -0.0718  -705556.010583  -705552.753735
 66661    0.0164  -704996.289904  -704993.431711
 66662   -0.0314  -705482.035333  -705479.679744
 66663   -0.0313  -705381.290122  -705378.645784
 66664    0.0775  -705424.530952  -705422.732033
 66665   -0.1173  -705455.150350  -705451.370946
