 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
  8590   -1.6157  -698249.538082  -698245.183660
  8591   -1.6762  -698273.408278  -698268.897872
  8592   -1.7794  -698276.521849  -698272.950973
  8593   -1.8572  -698318.738028  -698312.884344
  8594   -1.7576  -698321.895530  -698316.935105
  8595   -2.0142  -698342.038315  -698339.348101
  8596   -1.8333  -698154.800411  -698154.124411
  8597   -1.7732  -698511.253593  -698504.632701
  8598   -1.8007  -698159.404841  -698157.403124
  8599   -1.8167  -698407.334652  -698402.184171
  8600   -1.8409  -698557.105267  -698551.783693
  8601   -1.8545  -698345.402770  -698342.464597
  8602   -1.6918  -698303.595802  -698297.206242
  8603   -1.8569  -698431.561150  -698427.393287
  8604   -1.8250  -698081.677910  -698078.828982
  8605   -1.8204  -698221.918594  -698216.721133
  8606   -1.7991  -698197.936654  -698192.772490
  8607   -1.9214  -698460.154023  -698454.556565
  8608   -1.8595  -698121.483938  -698116.948291
  8609   -1.7662  -698143.317294  -698137.806218
  8610   -1.8571  -697970.682718  -697968.790496
  8611   -1.8401  -698093.325534  -698086.432904
  8612   -1.6911  -698594.685244  -698588.640944
  8613   -1.7055  -698299.931189  -698296.904570
  8614   -1.7028  -698102.085496  -698099.465804
  8615   -1.7782  -698264.969148  -698262.005917
  8616   -1.8018  -698302.730385  -698301.561985
  8617   -1.8421  -698416.898090  -698411.272950
  8618   -1.8285  -698514.476931  -698514.095101
  8619   -1.7757  -698298.875265  -698294.890189
  8620   -1.8143  -698448.943198  -698442.386271
  8621   -1.8446  -698337.046232  -698331.601943
  8622   -1.8516  -698438.135263  -698431.296892
  8623   -1.8885  -698351.277230  -698344.900318
  8624   -1.6966  -698354.178224  -698350.171540
  8625   -1.8238  -698299.024835  -698294.898336
  8626   -1.7274  -698119.572738  -698111.429836
  8627   -1.8192  -698196.164530  -698189.052093
  8628   -1.8419  -698347.543589  -698341.605221
  8629   -1.9921  -698276.330393  -698268.783977
  8630   -1.8963  -698035.054937  -698032.979248
  8631   -1.7394  -698174.770142  -698168.915982
  8632   -1.7129  -698321.600413  -698316.058668
  8633   -1.8063  -698154.135699  -698151.904809
  8634   -1.7857  -698151.779962  -698148.872007
  8635   -1.7931  -698418.760295  -698414.617566
  8636   -1.7490  -698317.219955  -698312.608553
  8637   -1.8190  -698218.492393  -698214.679506
  8638   -1.8341  -698262.238367  -698256.523762
  8639   -1.7178  -698184.237069  -698176.797584
  8640   -1.7688  -698286.565758  -698284.768656
  8641   -1.7375  -698513.064187  -698507.967798
  8642   -1.8829  -698271.603842  -698266.665621
  8643   -1.9663  -698408.968923  -698399.166008
  8644   -1.7562  -698124.673504  -698119.573277
  8645   -1.7534  -698427.412217  -698416.527597
  8646   -1.9535  -698017.024675  -698007.546120
  8647   -1.8488  -698293.830226  -698283.642387
  8648   -1.8194  -698246.347656  -698238.761433
  8649   -1.6717  -698222.554494  -698217.327439
  8650   -1.8456  -698216.848602  -698210.214128
  8651   -1.7990  -698228.162511  -698223.128578
  8652   -1.7276  -698221.931090  -698212.970802
  8653   -1.7895  -698099.190463  -698093.042733
  8654   -1.7281  -698149.537486  -698142.029038
  8655   -1.8354  -698204.415980  -698196.744976
  8656   -1.9076  -698190.958307  -698183.326041
  8657   -1.7371  -698030.607150  -698022.888519
  8658   -1.7485  -698327.560820  -698318.406980
  8659   -1.7788  -698165.482606  -698162.986274
  8660   -1.8166  -698288.474022  -698278.805063
  8661   -1.7807  -698306.010171  -698295.572466
  8662   -1.6540  -698089.728222  -698082.408326
  8663   -1.7704  -698152.784279  -698149.490148
  8664   -1.7962  -698302.540944  -698296.906306
  8665   -1.7825  -698155.030197  -698149.694114
  8666   -1.9451  -698072.656664  -698064.495322
  8667   -1.9432  -698272.632914  -698267.213972
  8668   -1.9155  -698012.833136  -698005.643881
  8669   -1.7659  -698199.128691  -698192.604374
  8670   -1.8564  -698331.086710  -698327.428958
  8671   -1.7413  -698288.795005  -698284.282778
  8672   -1.7761  -698258.263915  -698253.080536
  8673   -1.9234  -698398.762880  -698393.416399
  8674   -1.8670  -698495.107236  -698490.245874
  8675   -1.9118  -698201.513457  -698195.756288
  8676   -1.8131  -698285.923274  -698281.737006
  8677   -1.7162  -698125.668019  -698116.283226
  8678   -1.6980  -698230.300571  -698223.937099
  8679   -1.8660  -698308.839815  -698298.850012
  8680   -1.8659  -697938.170808  -697932.306395
  8681   -1.9044  -698130.091005  -698120.256593
  8682   -1.7589  -698594.669387  -698586.821364
  8683   -1.7571  -698309.234845  -698302.434916
  8684   -1.7334  -698414.175213  -698408.872541
  8685   -1.7556  -698432.542784  -698426.151106
  8686   -1.7349  -698417.310264  -698408.472532
  8687   -1.8368  -698446.896054  -698440.628086
  8688   -1.7350  -698430.685421  -698424.429263
  8689   -1.8775  -698107.441326  -698101.949874
  8690   -1.8690  -698613.270498  -698612.472329
  8691   -1.8499  -698318.272935  -698312.095928
  8692   -1.8739  -698380.744529  -698374.061608
  8693   -1.8192  -698430.718877  -698427.911470
  8694   -1.7750  -697965.425106  -697959.266382
  8695   -1.6876  -698192.383318  -698185.101623
  8696   -1.8029  -698554.625022  -698547.803946
  8697   -1.7656  -698379.842465  -698375.274085
  8698   -1.8294  -698266.481077  -698262.394010
  8699   -1.8404  -698062.862313  -698057.556150
  8700   -1.9351  -698346.383733  -698342.706337
  8701   -1.8473  -698159.208708  -698152.360765
  8702   -1.8169  -698345.096130  -698336.877128
  8703   -1.7145  -698176.907911  -698170.693903
  8704   -1.8093  -698117.846180  -698111.871956
  8705   -1.8776  -698142.054664  -698132.145491
  8706   -1.8058  -698428.477677  -698420.128725
  8707   -1.7452  -698386.685131  -698376.245674
  8708   -1.9366  -698297.263831  -698290.287067
  8709   -1.7383  -698309.095132  -698300.415008
  8710   -1.6926  -698666.776946  -698656.978686
  8711   -1.7551  -698493.492929  -698486.168366
  8712   -1.7333  -698199.607911  -698190.604319
  8713   -1.8405  -698429.346724  -698425.262971
  8714   -1.8192  -698259.342063  -698253.005448
  8715   -1.8696  -698206.697705  -698197.725639
  8716   -1.8683  -698317.542887  -698310.965812
  8717   -1.8505  -698299.303173  -698292.436380
  8718   -1.8334  -698089.865452  -698082.200048
  8719   -1.7191  -698768.757506  -698760.014949
  8720   -1.7656  -698561.827355  -698558.504695
  8721   -1.8252  -698384.282846  -698373.356048
  8722   -1.7094  -698258.444245  -698252.457702
  8723   -1.8874  -698314.836364  -698309.674593
  8724   -1.7314  -698268.690371  -698263.432197
  8725   -1.8397  -698347.086408  -698336.667658
  8726   -1.6825  -698214.510743  -698207.388648
  8727   -1.8340  -698111.608280  -698106.722353
  8728   -1.9337  -698197.974001  -698192.521949
  8729   -1.8092  -698249.396606  -698241.834298
  8730   -1.7808  -698202.602583  -698197.029163
  8731   -1.9248  -698492.080906  -698488.592757
  8732   -2.0252  -698231.789700  -698223.100492
  8733   -1.7969  -698578.474065  -698568.725967
  8734   -1.7471  -698092.594276  -698082.872494
  8735   -1.8278  -698042.033472  -698034.259256
  8736   -1.8152  -698522.977377  -698515.982945
  8737   -1.8318  -698186.344830  -698180.720378
  8738   -1.8165  -698365.150388  -698361.748111
  8739   -1.7868  -698277.588973  -698270.111540
  8740   -1.8799  -698127.736188  -698118.561341
  8741   -1.9248  -698518.524092  -698513.040085
  8742   -1.9577  -698320.310711  -698315.908281
  8743   -1.7524  -698370.017106  -698366.637054
  8744   -1.6551  -698496.137162  -698488.519058
  8745   -1.8133  -698322.765275  -698318.285727
  8746   -1.8459  -698019.830658  -698014.789854
  8747   -1.7724  -698154.032481  -698146.655813
  8748   -1.7381  -698451.516517  -698444.319373
  8749   -1.7805  -698270.147867  -698262.931228
  8750   -1.6545  -698332.526768  -698323.996780
  8751   -1.9005  -698421.711921  -698416.556347
  8752   -1.7682  -698365.502392  -698356.057791
  8753   -1.7412  -698052.166716  -698046.664903
  8754   -1.8139  -698228.879860  -698222.546823
  8755   -1.8286  -698503.070463  -698500.246343
  8756   -1.9623  -698042.443809  -698035.256558
  8757   -1.8592  -698301.651857  -698298.781126
  8758   -1.7699  -698383.615055  -698378.132775
  8759   -1.7531  -698652.930534  -698646.952982
  8760   -1.6351  -698114.726595  -698109.589345
  8761   -1.7162  -698063.832623  -698057.342866
  8762   -1.8660  -698130.205209  -698124.947977
  8763   -1.9555  -698203.286290  -698197.217677
  8764   -1.8852  -698002.009025  -697996.012275
  8765   -1.8307  -697899.710178  -697891.083911
  8766   -1.8929  -698050.868120  -698044.363593
  8767   -1.8654  -697999.263650  -697994.244666
  8768   -1.8290  -698404.800676  -698399.952643
  8769   -1.8632  -698341.296763  -698336.760806
  8770   -1.9098  -698090.939795  -698083.025869
  8771   -1.8222  -697810.618318  -697805.993447
  8772   -1.6891  -698109.300781  -698105.188323
  8773   -1.8684  -698350.057473  -698342.808056
  8774   -1.9042  -698192.094468  -698188.445281
  8775   -1.9973  -697926.711418  -697921.970916
  8776   -1.9646  -698023.839139  -698016.690886
  8777   -1.8291  -698448.880642  -698438.779495
  8778   -1.7065  -698413.445011  -698405.424734
  8779   -1.7812  -698277.738043  -698266.735388
  8780   -1.8249  -698175.706470  -698163.874889
  8781   -1.8278  -698185.696694  -698179.142019
  8782   -1.7934  -697810.368020  -697804.041772
  8783   -1.7347  -698356.420401  -698350.607896
  8784   -1.8756  -698187.034835  -698180.865408
  8785   -1.8482  -698115.027281  -698107.566072
  8786   -1.8835  -698340.079249  -698334.398329
  8787   -1.7434  -698431.954638  -698427.524038
  8788   -1.6504  -698544.674646  -698538.254969
  8789   -1.6993  -698338.402000  -698329.507930
  8790   -1.7863  -698304.275939  -698300.083419
  8791   -1.8325  -698133.017042  -698126.658931
  8792   -1.8208  -698214.464116  -698207.178146
  8793   -1.9605  -698023.344574  -698019.635480
  8794   -1.8968  -698240.889489  -698237.076308
  8795   -1.7651  -697829.327488  -697823.200120
  8796   -1.8375  -698454.422145  -698447.266573
  8797   -1.7480  -698328.473911  -698324.129818
  8798   -1.6229  -698183.354681  -698178.597548
  8799   -1.6478  -698178.843852  -698171.159885
  8800   -1.7989  -698010.209722  -697999.901255
  8801   -1.9120  -698423.801430  -698416.659551
  8802   -1.9433  -698131.349286  -698126.545963
  8803   -1.9114  -698352.933513  -698346.350246
  8804   -1.8175  -698414.003658  -698405.782110
  8805   -1.8631  -698239.462324  -698231.143363
  8806   -1.7777  -698225.914494  -698220.256483
  8807   -1.8116  -698217.149174  -698211.741597
  8808   -1.8029  -698174.426732  -698164.353710
  8809   -1.8948  -698420.854554  -698412.043812
  8810   -1.8602  -698166.074514  -698156.956620
  8811   -1.8329  -698244.292507  -698235.547868
  8812   -1.8539  -698051.972958  -698044.003626
  8813   -1.8299  -698158.021684  -698150.060173
  8814   -1.7992  -698188.678716  -698181.427377
  8815   -1.7409  -698224.786357  -698218.703572
  8816   -1.7581  -698025.725270  -698017.498211
  8817   -1.7719  -698200.259422  -698195.721759
  8818   -1.8407  -698470.942174  -698463.272872
  8819   -1.8396  -698273.132827  -698268.312141
  8820   -1.8462  -698065.974041  -698060.204261
  8821   -1.7162  -698334.311965  -698328.880155
  8822   -1.7086  -698182.159993  -698175.820281
  8823   -1.7305  -698305.777666  -698292.092561
  8824   -1.8680  -698156.589332  -698150.254582
  8825   -1.8420  -698299.135894  -698294.342435
  8826   -1.8188  -698337.128289  -698329.956241
  8827   -1.7998  -698428.809342  -698420.575408
  8828   -1.8710  -698466.298827  -698461.171727
  8829   -1.8371  -698369.919323  -698365.407480
  8830   -1.7589  -698221.439204  -698212.837864
  8831   -1.8621  -698108.022244  -698101.625260
  8832   -1.8262  -698305.319889  -698301.337731
  8833   -1.8341  -697996.600014  -697988.952875
  8834   -1.8777  -698291.741444  -698283.191149
  8835   -1.8613  -698178.517553  -698174.989876
  8836   -1.7857  -698380.100687  -698376.398139
  8837   -1.7054  -698300.951622  -698298.359217
  8838   -1.9806  -698175.362574  -698165.750406
  8839   -1.8208  -698460.731559  -698455.752153
  8840   -1.9382  -698047.215310  -698038.558252
  8841   -1.6335  -698022.598557  -698015.038283
  8842   -1.7633  -698225.881972  -698219.323453
  8843   -1.8708  -698233.269512  -698225.601159
  8844   -1.7726  -698103.517639  -698095.412859
  8845   -1.7746  -698064.178471  -698056.999945
  8846   -1.7842  -698390.029032  -698384.259033
  8847   -1.8650  -698104.062935  -698097.797573
  8848   -1.7240  -698188.330385  -698182.458833
  8849   -1.7751  -698006.806620  -697999.893695
  8850   -1.7536  -698050.996214  -698044.090798
  8851   -1.7491  -698379.673542  -698374.851136
  8852   -1.8155  -698158.540403  -698148.829623
  8853   -1.9077  -698175.779138  -698167.763663
  8854   -1.8011  -698151.320918  -698147.251995
  8855   -1.6891  -698291.568076  -698287.215949
  8856   -1.7323  -697892.399595  -697886.429759
  8857   -1.6913  -698320.226530  -698314.981525
  8858   -1.8814  -697860.630182  -697853.691243
  8859   -1.8069  -698141.117166  -698129.101714
  8860   -1.8658  -698123.591756  -698112.902016
  8861   -1.6623  -698020.063458  -698013.786796
  8862   -1.7036  -697946.675190  -697937.767316
  8863   -1.9714  -697931.308045  -697927.138663
  8864   -1.9267  -697906.483596  -697903.098782
  8865   -1.9264  -698309.199737  -698305.518081
  8866   -1.8702  -698324.511041  -698317.331486
  8867   -1.8361  -697933.555851  -697926.082535
  8868   -1.7540  -697811.480014  -697805.551443
  8869   -1.6954  -698102.693875  -698091.273091
  8870   -1.8117  -697926.320021  -697917.621156
  8871   -1.7790  -698011.419267  -698006.545436
  8872   -1.8026  -698010.950361  -698005.324573
  8873   -1.6898  -697679.505198  -697675.135702
  8874   -1.8109  -697908.904812  -697899.911000
  8875   -1.8161  -698387.806976  -698378.531643
  8876   -1.7474  -697836.262904  -697831.516475
  8877   -1.7706  -698083.742152  -698082.300267
  8878   -1.8541  -697854.772880  -697849.108391
  8879   -1.8345  -698277.470798  -698269.923731
  8880   -1.6969  -698281.444083  -698274.100303
  8881   -1.6814  -697970.277203  -697961.625352
  8882   -1.7713  -698184.771220  -698176.785776
  8883   -1.9074  -697849.081006  -697843.750464
  8884   -1.8866  -697805.177552  -697795.991974
  8885   -1.7920  -698023.669364  -698019.840902
  8886   -1.9048  -697953.389079  -697945.368704
  8887   -1.8068  -697905.173776  -697899.648098
  8888   -1.8221  -698219.282459  -698215.583393
  8889   -1.7735  -698217.782705  -698209.561850
  8890   -1.8639  -698238.219028  -698232.952776
  8891   -1.9057  -697893.330654  -697884.819061
  8892   -1.8385  -697880.926085  -697876.460718
  8893   -1.8305  -698166.757319  -698164.015520
  8894   -1.8137  -698286.046620  -698277.339258
  8895   -1.8007  -697874.908587  -697869.741956
  8896   -1.9530  -697976.712705  -697969.359358
  8897   -1.8416  -697732.580062  -697725.176002
  8898   -1.8417  -698081.214030  -698074.379146
  8899   -1.8721  -697990.751433  -697986.580007
  8900   -1.8889  -697937.191409  -697925.632513
  8901   -1.7131  -697822.973664  -697818.202014
  8902   -1.8719  -697670.680907  -697663.599741
  8903   -1.7604  -698245.513042  -698238.786062
  8904   -1.8194  -697931.106244  -697921.500693
  8905   -1.9477  -698018.441987  -698010.461394
  8906   -1.7547  -698199.723507  -698192.900287
  8907   -1.8936  -698032.743267  -698024.638895
  8908   -1.8160  -697882.691620  -697877.575419
  8909   -1.9448  -698338.245256  -698330.228849
  8910   -1.5512  -697932.344019  -697925.571048
  8911   -1.7362  -697971.363010  -697964.435652
  8912   -1.7696  -697947.702478  -697940.567203
  8913   -1.9098  -697876.163765  -697869.007036
  8914   -1.7510  -697923.351904  -697916.506083
  8915   -1.7422  -698054.851895  -698051.334694
  8916   -1.6018  -698127.964482  -698121.836699
  8917   -1.9194  -697769.944900  -697763.996351
  8918   -1.7878  -697810.120923  -697802.866279
  8919   -1.7258  -698085.123020  -698071.530681
  8920   -1.8449  -698054.578258  -698052.236669
  8921   -1.9258  -698250.218582  -698244.425726
  8922   -1.8718  -697963.324376  -697957.734294
  8923   -1.7306  -698019.811022  -698014.076325
  8924   -1.7169  -698198.498422  -698191.210408
  8925   -1.7344  -698368.454751  -698362.190796
  8926   -1.6729  -698067.681014  -698058.899766
  8927   -1.7671  -698161.409246  -698155.772910
  8928   -1.8282  -698076.090739  -698069.891267
  8929   -1.9369  -698228.277841  -698224.461924
  8930   -1.7653  -698133.296208  -698128.673931
  8931   -1.7796  -698355.318370  -698351.504433
  8932   -1.8601  -698196.202947  -698188.337923
  8933   -1.7987  -698019.056256  -698012.745222
  8934   -1.7096  -697958.792202  -697951.209331
  8935   -1.8073  -698027.085510  -698021.993200
  8936   -1.8147  -698130.547666  -698124.239177
  8937   -1.8101  -698085.350243  -698077.270781
  8938   -1.9129  -698565.933963  -698559.845557
  8939   -1.9211  -698125.616095  -698118.933944
  8940   -1.8814  -697989.373101  -697982.289265
  8941   -1.7624  -698025.034698  -698020.040498
  8942   -1.8438  -698455.292770  -698446.069465
  8943   -1.8041  -698106.399025  -698098.965153
  8944   -1.6845  -697891.082058  -697884.183146
  8945   -1.6896  -697998.959855  -697990.733333
  8946   -1.8648  -698077.892010  -698072.828788
  8947   -1.7947  -698138.517319  -698129.411942
  8948   -1.9152  -697854.518492  -697847.687884
  8949   -1.8293  -697969.615177  -697962.321051
  8950   -1.6945  -697921.146824  -697912.399059
  8951   -1.8085  -697911.100549  -697906.061268
  8952   -1.8987  -698235.213571  -698228.499111
  8953   -1.8611  -698092.575558  -698086.784700
  8954   -1.7841  -697940.665649  -697931.418867
  8955   -1.6513  -698041.379665  -698030.701140
  8956   -1.7279  -697963.671649  -697958.655245
  8957   -1.8283  -698078.514149  -698072.750873
  8958   -1.8260  -698132.103246  -698122.563632
  8959   -1.7731  -697993.919917  -697987.281739
  8960   -1.9363  -698135.808289  -698129.995020
  8961   -1.8637  -698142.659347  -698133.188845
  8962   -1.8186  -698191.242123  -698180.334943
  8963   -1.8464  -698196.084941  -698183.967059
  8964   -1.7102  -697827.897699  -697815.002095
  8965   -1.7727  -697972.004870  -697968.799808
  8966   -1.8093  -698096.153032  -698088.887662
  8967   -1.7171  -697767.474188  -697757.752761
  8968   -1.8327  -698127.004886  -698120.759713
  8969   -1.8772  -698049.065543  -698044.682624
  8970   -1.7485  -698244.084411  -698240.050916
  8971   -1.7591  -697697.983507  -697691.390890
  8972   -1.8024  -697891.737039  -697888.029797
  8973   -1.9126  -698129.678208  -698125.391727
  8974   -1.8032  -697872.068246  -697866.539725
  8975   -1.8011  -698062.609901  -698053.733331
  8976   -1.9207  -697824.190479  -697816.675243
  8977   -1.8035  -697922.664637  -697919.381055
  8978   -1.8985  -697987.085005  -697976.076070
  8979   -1.8646  -698100.735107  -698091.380675
  8980   -1.7579  -697780.650016  -697774.621687
  8981   -1.7464  -697988.893803  -697980.878880
  8982   -1.8474  -697880.425696  -697873.802409
  8983   -1.8278  -698164.573884  -698160.860527
  8984   -1.8719  -697954.939295  -697952.111378
  8985   -1.8538  -698042.741707  -698038.888840
  8986   -1.7892  -698542.353737  -698538.795788
  8987   -1.6615  -698295.798529  -698292.927024
  8988   -1.7821  -698139.068372  -698134.936407
  8989   -1.7918  -698160.041252  -698155.578002
  8990   -1.8181  -697825.393436  -697817.004735
  8991   -1.8177  -698388.261032  -698382.665436
  8992   -1.8384  -697987.766499  -697980.578914
  8993   -1.7577  -698247.348186  -698243.648375
  8994   -1.7698  -698139.230464  -698133.419675
  8995   -1.9205  -697906.454189  -697902.105972
  8996   -1.8430  -698049.558921  -698046.677530
  8997   -1.7874  -698100.555509  -698093.178305
  8998   -1.6762  -698101.282720  -698096.392663
  8999   -1.7059  -698229.394536  -698221.421438
  9000   -1.8653  -698127.964637  -698120.835619
  9001   -1.7952  -698073.540836  -698067.890879
  9002   -1.7907  -697705.653399  -697698.952675
  9003   -1.8661  -698096.749982  -698086.242381
  9004   -1.8011  -698021.326616  -698015.882121
  9005   -1.8652  -698163.847066  -698159.747603
  9006   -1.8979  -698192.925884  -698189.385924
  9007   -1.7747  -697921.015132  -697917.555039
  9008   -1.7659  -697823.187116  -697810.689148
  9009   -1.8346  -698023.704168  -698013.482684
  9010   -1.8524  -698205.877006  -698200.006604
  9011   -1.8360  -698203.912503  -698197.815489
  9012   -1.6954  -698049.372304  -698043.044962
  9013   -1.8240  -698104.578135  -698102.590131
  9014   -1.8208  -697912.512870  -697907.787713
  9015   -1.7318  -698122.926181  -698115.078526
  9016   -1.7312  -698182.920020  -698174.965871
  9017   -1.9239  -697919.438302  -697911.332098
  9018   -1.8483  -698184.163042  -698177.413016
  9019   -1.7604  -697838.859676  -697832.917242
  9020   -1.7829  -697889.547278  -697884.130941
  9021   -1.7297  -697817.162685  -697809.532649
  9022   -1.8396  -697955.096889  -697945.446133
  9023   -1.9633  -698152.481280  -698146.887983
  9024   -1.8061  -698073.700207  -698066.680074
  9025   -1.8730  -698310.587241  -698305.150284
  9026   -1.8268  -698067.039442  -698060.083709
  9027   -1.9341  -698115.673523  -698111.168955
  9028   -1.8917  -698016.420557  -698007.282934
  9029   -1.6965  -697947.020984  -697942.677924
  9030   -1.7310  -698273.763550  -698268.547743
  9031   -1.6836  -698145.129944  -698138.516475
  9032   -1.7293  -698323.648544  -698316.520040
  9033   -1.9211  -697970.067719  -697965.047628
  9034   -1.7721  -698131.327570  -698126.873434
  9035   -1.8488  -698116.856059  -698110.818482
  9036   -1.8551  -698136.113261  -698130.973561
  9037   -1.8127  -698121.812955  -698111.340129
  9038   -1.9107  -697985.528638  -697982.650487
  9039   -1.8975  -698058.194839  -698052.022174
  9040   -1.7471  -697894.009100  -697890.205810
  9041   -1.6886  -698122.547356  -698118.442973
  9042   -1.8556  -698232.747659  -698224.797028
  9043   -1.8726  -697915.787095  -697907.367877
  9044   -1.8736  -698103.338192  -698095.873872
  9045   -1.7893  -697707.814703  -697704.250405
  9046   -1.8018  -697851.780276  -697848.534758
  9047   -1.7785  -698437.151726  -698429.658288
  9048   -1.8428  -698129.214705  -698126.097192
  9049   -1.7656  -697991.308430  -697985.527977
  9050   -2.0057  -698281.772105  -698273.943640
  9051   -1.7799  -698024.186654  -698016.699256
  9052   -1.7279  -698203.903139  -698196.129845
  9053   -1.7933  -697908.077493  -697900.270853
  9054   -1.6568  -698150.785771  -698143.506498
  9055   -1.9418  -697872.390239  -697865.736494
  9056   -1.9188  -697918.521989  -697913.160702
  9057   -1.7460  -698399.295038  -698393.497922
  9058   -1.7323  -697893.727960  -697888.855441
  9059   -1.6972  -698039.833735  -698034.592531
  9060   -1.7616  -698160.949109  -698157.692546
  9061   -1.7204  -697897.329515  -697889.012196
  9062   -1.8235  -698183.324193  -698171.074068
  9063   -1.8535  -698013.541163  -698000.050114
  9064   -1.8120  -697886.227087  -697877.909341
  9065   -1.8028  -698025.348200  -698020.446348
  9066   -1.8200  -698284.948766  -698278.487999
  9067   -1.7583  -697929.294586  -697924.357037
  9068   -1.7906  -698200.108929  -698194.614879
  9069   -1.7941  -698313.008204  -698306.312175
  9070   -1.8112  -698354.063122  -698344.751610
  9071   -1.8043  -698188.374633  -698181.614965
  9072   -1.7431  -697923.079396  -697914.488110
  9073   -1.8960  -698172.847360  -698162.918524
  9074   -1.7654  -698465.735202  -698451.227894
  9075   -1.9620  -697961.755066  -697947.458754
  9076   -1.7483  -697643.184889  -697638.254136
  9077   -1.7229  -698168.400162  -698161.599026
  9078   -1.7962  -698329.984152  -698324.194227
  9079   -1.9071  -698092.229501  -698083.327358
  9080   -1.8637  -698266.936473  -698259.048478
  9081   -1.8844  -697997.021729  -697991.858371
  9082   -1.7445  -698378.180568  -698372.310728
  9083   -1.7841  -697909.618223  -697900.686030
  9084   -1.8249  -698250.823193  -698243.451126
  9085   -1.8166  -698024.545852  -698015.832333
  9086   -1.7934  -698116.042312  -698108.657787
  9087   -1.8717  -698057.777959  -698050.142065
  9088   -1.8067  -698013.724253  -698009.372333
  9089   -1.7672  -697956.471139  -697947.998146
  9090   -1.6290  -698409.937969  -698405.991968
  9091   -1.8658  -698079.882641  -698074.759435
  9092   -1.7899  -697951.237975  -697943.731987
  9093   -1.8489  -698038.521653  -698029.443030
  9094   -1.8829  -698239.873796  -698232.893776
  9095   -1.7532  -697866.346462  -697861.724958
  9096   -1.6876  -698207.373310  -698201.128149
  9097   -1.7542  -698145.802867  -698138.262250
  9098   -1.7864  -698381.221569  -698372.969230
  9099   -1.9446  -697995.675754  -697991.040872
  9100   -1.9428  -697852.877774  -697850.485227
  9101   -1.8390  -697907.010587  -697902.250414
  9102   -1.6105  -697990.115663  -697986.559976
  9103   -1.8162  -698197.892443  -698195.542244
  9104   -1.8833  -698268.121617  -698265.504005
  9105   -1.7592  -698049.292442  -698041.085916
  9106   -1.7134  -698235.653290  -698229.277181
  9107   -1.7393  -698059.868697  -698051.055036
  9108   -1.8951  -697988.578560  -697981.147517
  9109   -1.7278  -697931.634245  -697928.594929
  9110   -1.8358  -698292.185055  -698286.515142
  9111   -1.9803  -698180.210223  -698175.185823
  9112   -1.9116  -697977.981524  -697974.175425
  9113   -1.7080  -698042.014889  -698035.614145
  9114   -1.7988  -697916.205669  -697910.923807
  9115   -1.8577  -698208.241921  -698206.305908
  9116   -1.7765  -698321.429266  -698316.864901
  9117   -1.6606  -698098.588157  -698092.377232
  9118   -1.6960  -697945.528804  -697938.716129
  9119   -1.8175  -698326.610580  -698316.914675
  9120   -1.7656  -698139.371919  -698134.448802
  9121   -1.9308  -698180.579065  -698172.409647
  9122   -1.8900  -698168.825236  -698161.286766
  9123   -1.7771  -698060.972738  -698056.912031
  9124   -1.9542  -698107.332293  -698101.284827
  9125   -1.7630  -697895.802585  -697888.839934
  9126   -1.7438  -698092.383062  -698087.480020
  9127   -1.7669  -698189.207958  -698184.761097
  9128   -1.8082  -697840.747665  -697832.736201
  9129   -1.6955  -698091.880175  -698086.805892
  9130   -1.6996  -698203.359303  -698200.145230
  9131   -1.7091  -698257.425874  -698250.785580
  9132   -1.8679  -698370.463915  -698361.293146
  9133   -1.8371  -698372.060695  -698358.728117
  9134   -1.8024  -698102.315362  -698089.936063
  9135   -1.7297  -698207.715689  -698200.793323
  9136   -1.8731  -698214.629902  -698208.628898
  9137   -1.8872  -698270.904111  -698263.524103
  9138   -1.8132  -698168.308888  -698163.716211
  9139   -1.9516  -698259.930942  -698249.994685
  9140   -1.8863  -698389.106390  -698386.286264
  9141   -1.7566  -698143.949477  -698137.061123
  9142   -1.8035  -698365.764058  -698361.008621
  9143   -1.8644  -698446.272601  -698437.414869
  9144   -1.7550  -698215.007596  -698206.737566
  9145   -1.8455  -698244.209686  -698238.827955
  9146   -1.8119  -698299.443205  -698295.023205
  9147   -1.8882  -698016.500266  -698008.668934
  9148   -1.8729  -698066.280309  -698060.416778
  9149   -1.9655  -698271.499248  -698262.787270
  9150   -1.7919  -698616.619351  -698612.927691
  9151   -1.8500  -698260.350158  -698254.071555
  9152   -1.8613  -698256.342191  -698250.153373
  9153   -1.9460  -698170.801035  -698164.872091
  9154   -1.7485  -698262.164946  -698257.921780
  9155   -1.9570  -698323.621443  -698312.724871
  9156   -1.7372  -698275.321574  -698264.980749
  9157   -1.7818  -698001.385855  -697996.092612
  9158   -1.8536  -697959.382315  -697952.065586
  9159   -1.7689  -698436.968124  -698428.110210
  9160   -1.8345  -698375.167050  -698368.987376
  9161   -1.8681  -698376.165908  -698370.569833
  9162   -1.8316  -698304.548519  -698298.653194
  9163   -1.7377  -698231.133966  -698223.625278
  9164   -1.7612  -698386.506588  -698375.884677
  9165   -1.7139  -698162.114199  -698153.845772
  9166   -1.8726  -698176.948794  -698170.452279
  9167   -1.8371  -698166.198674  -698161.293651
  9168   -1.7833  -698132.157934  -698124.162792
  9169   -1.7761  -698261.529133  -698255.339960
  9170   -1.8771  -698302.060097  -698296.093689
