 No.     RC (Å)     Elow (kcal/mol)  Ehigh (kcal/mol)
 62305   -1.4299  -698430.927523  -698424.981287
 62306   -1.4360  -698306.558238  -698299.538613
 62307   -1.5171  -698154.267781  -698147.692160
 62308   -1.5856  -698259.058378  -698256.029250
 62309   -1.4810  -698296.859406  -698291.593357
 62310   -1.5105  -698236.975052  -698229.037601
 62311   -1.4977  -698506.238142  -698497.562078
 62312   -1.5806  -698106.969590  -698103.090319
 62313   -1.5000  -698438.589892  -698433.454819
 62314   -1.4009  -698247.309503  -698242.852108
 62315   -1.5041  -698218.205427  -698209.318439
 62316   -1.4726  -698577.887085  -698574.579982
 62317   -1.3383  -698084.110623  -698079.585785
 62318   -1.5030  -698487.237194  -698480.831327
 62319   -1.5246  -698247.076299  -698242.778189
 62320   -1.4595  -698209.629922  -698201.590941
 62321   -1.4235  -698416.985219  -698410.618635
 62322   -1.3948  -698126.516904  -698121.159847
 62323   -1.4507  -698350.755464  -698347.234148
 62324   -1.6047  -698427.465959  -698423.709164
 62325   -1.4936  -698202.654836  -698198.554364
 62326   -1.5150  -698679.689873  -698678.247473
 62327   -1.5660  -698626.083496  -698622.373530
 62328   -1.3973  -698064.376143  -698059.491648
 62329   -1.4573  -698246.475400  -698240.652239
 62330   -1.4921  -698060.440495  -698059.522125
 62331   -1.5217  -698232.696152  -698232.008471
 62332   -1.3061  -698376.734306  -698373.862296
 62333   -1.5164  -698227.170105  -698223.178743
 62334   -1.6436  -698599.398017  -698592.035941
 62335   -1.4092  -698258.344198  -698253.017237
 62336   -1.3558  -698308.395987  -698303.572127
 62337   -1.4285  -698321.238537  -698320.068833
 62338   -1.3852  -698323.163544  -698318.954848
 62339   -1.4335  -698072.501459  -698066.325873
 62340   -1.3646  -698371.489150  -698368.932201
 62341   -1.4969  -698296.463320  -698292.672109
 62342   -1.5705  -698359.388196  -698355.493789
 62343   -1.5842  -698101.769036  -698095.222832
 62344   -1.4640  -698042.177114  -698032.934345
 62345   -1.3774  -698289.541250  -698282.116113
 62346   -1.4140  -698304.157370  -698299.779516
 62347   -1.5680  -697853.936005  -697850.069146
 62348   -1.4508  -698383.644317  -698379.393166
 62349   -1.4140  -698384.897704  -698381.450291
 62350   -1.3905  -698437.663662  -698433.885288
 62351   -1.4697  -698395.984987  -698391.016786
 62352   -1.6490  -698382.249438  -698377.571137
 62353   -1.4690  -698291.388316  -698288.054857
 62354   -1.4698  -698141.861008  -698136.658488
 62355   -1.4299  -697909.959481  -697905.933138
 62356   -1.3874  -698093.938665  -698087.730218
 62357   -1.3949  -698371.706249  -698368.092537
 62358   -1.5259  -698380.993077  -698375.121425
 62359   -1.5437  -698528.093598  -698522.638025
 62360   -1.5030  -698245.836450  -698241.242965
 62361   -1.4768  -698088.217113  -698084.745080
 62362   -1.4211  -698096.475390  -698093.086511
 62363   -1.4510  -698272.296411  -698271.790628
 62364   -1.4311  -698052.703979  -698049.095802
 62365   -1.5510  -698205.082549  -698199.921560
 62366   -1.4540  -697968.387425  -697962.138359
 62367   -1.4419  -698124.195510  -698119.174537
 62368   -1.4303  -698151.772705  -698149.345514
 62369   -1.4418  -698183.215246  -698180.763403
 62370   -1.2759  -698232.508801  -698224.195116
 62371   -1.4780  -697962.309917  -697954.470810
 62372   -1.5826  -698058.679317  -698054.198201
 62373   -1.5165  -698279.687732  -698275.577679
 62374   -1.4834  -698465.398713  -698460.584720
 62375   -1.4425  -698063.610667  -698057.159147
 62376   -1.5017  -698438.073745  -698431.043515
 62377   -1.5867  -698001.596866  -697998.941939
 62378   -1.5226  -698473.841745  -698470.383377
 62379   -1.5163  -698216.392313  -698212.200982
 62380   -1.4389  -697834.763456  -697828.892013
 62381   -1.3915  -698116.314063  -698111.145523
 62382   -1.3929  -698260.145520  -698255.678299
 62383   -1.5629  -698420.433121  -698416.830863
 62384   -1.6296  -698177.342678  -698169.778324
 62385   -1.6418  -698201.976050  -698194.951675
 62386   -1.5328  -698244.560681  -698232.145909
 62387   -1.4588  -698570.563494  -698563.503411
 62388   -1.3470  -698124.651181  -698118.829103
 62389   -1.4732  -698331.214580  -698323.218151
 62390   -1.4243  -698314.298801  -698309.655954
 62391   -1.5588  -698525.032352  -698518.849207
 62392   -1.4715  -698498.130778  -698492.661380
 62393   -1.4752  -698343.994690  -698338.569218
 62394   -1.4379  -698251.964943  -698248.434012
 62395   -1.5195  -697996.055161  -697990.688807
 62396   -1.6114  -698231.259185  -698228.207282
 62397   -1.5176  -698009.676566  -698004.661958
 62398   -1.5141  -698460.708249  -698457.291305
 62399   -1.3717  -698289.118358  -698282.960442
 62400   -1.5136  -698060.734308  -698054.155376
 62401   -1.4323  -698238.366463  -698234.698896
 62402   -1.4408  -698355.429078  -698349.635673
 62403   -1.5075  -697946.699669  -697942.679389
 62404   -1.4658  -698359.114444  -698350.693100
 62405   -1.4085  -698220.854911  -698217.466678
 62406   -1.4360  -698176.019098  -698172.131663
 62407   -1.6414  -698107.911856  -698100.845762
 62408   -1.5938  -698033.154931  -698029.603673
 62409   -1.4749  -698174.523051  -698170.841386
 62410   -1.4603  -698316.987225  -698306.932206
 62411   -1.4717  -698368.576876  -698361.285885
 62412   -1.4224  -698197.663987  -698190.597184
 62413   -1.4968  -698466.743684  -698463.329214
 62414   -1.6161  -698136.582073  -698128.980751
 62415   -1.5578  -698528.485569  -698525.148073
 62416   -1.4952  -698230.120635  -698226.468212
 62417   -1.4389  -698326.279125  -698321.364242
 62418   -1.4904  -698144.502526  -698135.119819
 62419   -1.6076  -698004.656386  -697999.350300
 62420   -1.4780  -698459.753866  -698458.374218
 62421   -1.4151  -698279.806690  -698277.790801
 62422   -1.4688  -697893.202851  -697891.776979
 62423   -1.5390  -698167.220394  -698162.393847
 62424   -1.4000  -698069.360835  -698068.341005
 62425   -1.5816  -698265.772285  -698263.583172
 62426   -1.5615  -698202.926724  -698199.876525
 62427   -1.5430  -698089.905545  -698085.898498
 62428   -1.3754  -697939.770194  -697933.303103
 62429   -1.4090  -698316.176757  -698311.430081
 62430   -1.4852  -698283.011327  -698276.306551
 62431   -1.6138  -698281.019157  -698274.635435
 62432   -1.5428  -698306.903675  -698302.469545
 62433   -1.4656  -697983.769650  -697974.876852
 62434   -1.3877  -698206.472131  -698201.576368
 62435   -1.3821  -698196.964048  -698191.289936
 62436   -1.4278  -698152.612815  -698146.431710
 62437   -1.4826  -697723.707982  -697719.502388
 62438   -1.5625  -698158.814028  -698149.886190
 62439   -1.4386  -698045.874411  -698035.846002
 62440   -1.3401  -697912.387606  -697905.160716
 62441   -1.4255  -697871.595797  -697865.699089
 62442   -1.5928  -698163.531296  -698160.741777
 62443   -1.5548  -698166.617724  -698163.083661
 62444   -1.3351  -697964.061288  -697958.809781
 62445   -1.4603  -698081.078824  -698075.094341
 62446   -1.4184  -698438.988212  -698434.318842
 62447   -1.4940  -697948.546022  -697945.367642
 62448   -1.5789  -698119.222884  -698115.717634
 62449   -1.4537  -698696.041819  -698691.617377
 62450   -1.3705  -698524.785471  -698518.148595
 62451   -1.4396  -698154.499748  -698151.460394
 62452   -1.4439  -698385.051894  -698378.059207
 62453   -1.4049  -698225.189162  -698219.409395
 62454   -1.3957  -698470.183258  -698466.035612
 62455   -1.4517  -698580.209636  -698573.341221
 62456   -1.5490  -698341.633445  -698331.771293
 62457   -1.5612  -698314.857735  -698310.998275
 62458   -1.5152  -698628.325456  -698622.525771
 62459   -1.4022  -698490.364742  -698487.929486
 62460   -1.4397  -698600.939366  -698591.965310
 62461   -1.5139  -698315.860294  -698307.862598
 62462   -1.4297  -698215.069052  -698203.940675
 62463   -1.5904  -698368.513302  -698362.095171
 62464   -1.4309  -698152.213634  -698146.542152
 62465   -1.5481  -698667.391117  -698664.090541
 62466   -1.4931  -698143.438316  -698140.046061
 62467   -1.5294  -698418.340956  -698414.845109
 62468   -1.4871  -698527.633977  -698526.618724
 62469   -1.5327  -698080.501232  -698075.780632
 62470   -1.5636  -698170.515984  -698171.808207
 62471   -1.4809  -698246.618242  -698244.470926
 62472   -1.4283  -698195.264835  -698192.003011
 62473   -1.5292  -698412.298487  -698405.640110
 62474   -1.4218  -698296.710043  -698294.617342
 62475   -1.4202  -698403.550904  -698399.100413
 62476   -1.5548  -698439.137655  -698436.507415
 62477   -1.4146  -698396.371771  -698391.514274
 62478   -1.4667  -698053.918374  -698048.610315
 62479   -1.4490  -698185.756367  -698179.187901
 62480   -1.5409  -697944.482210  -697940.524381
 62481   -1.4223  -698059.557536  -698052.346000
 62482   -1.4682  -698351.602151  -698344.220397
 62483   -1.5420  -698311.529329  -698304.121069
 62484   -1.4153  -698209.407600  -698205.844834
 62485   -1.4634  -698445.943712  -698441.613609
 62486   -1.4996  -698131.523883  -698124.799331
 62487   -1.5343  -698724.186723  -698719.751094
 62488   -1.4837  -698418.437266  -698411.243132
 62489   -1.4197  -698352.571294  -698345.973158
 62490   -1.4302  -698368.232491  -698365.031887
 62491   -1.5171  -698306.125055  -698301.272764
 62492   -1.4662  -698110.202901  -698103.039058
 62493   -1.3275  -698476.779915  -698469.880233
 62494   -1.3967  -698259.965670  -698252.186953
 62495   -1.5017  -698558.393552  -698549.904275
 62496   -1.4628  -698281.502064  -698278.234816
 62497   -1.5492  -698239.633070  -698236.737453
 62498   -1.5609  -698234.066601  -698229.616175
 62499   -1.5549  -698168.993718  -698162.965904
 62500   -1.4235  -698267.563266  -698265.651124
 62501   -1.4917  -698478.515745  -698474.054950
 62502   -1.5375  -698390.320059  -698387.208928
 62503   -1.4286  -698441.638514  -698435.186694
 62504   -1.3920  -698566.664154  -698555.564552
 62505   -1.4367  -698404.900311  -698398.914929
 62506   -1.4619  -698354.515371  -698350.425106
 62507   -1.5338  -698050.027214  -698045.715227
 62508   -1.4436  -698114.275496  -698107.361372
 62509   -1.4608  -698419.694526  -698414.880795
 62510   -1.4004  -698336.820922  -698331.898371
 62511   -1.4527  -698404.488656  -698399.095720
 62512   -1.4437  -698192.594594  -698188.509489
 62513   -1.4856  -698481.414586  -698479.339132
 62514   -1.4569  -698204.119043  -698198.095696
 62515   -1.4562  -698069.564735  -698067.455189
 62516   -1.4234  -698296.621075  -698291.048778
 62517   -1.4685  -698293.576594  -698289.224852
 62518   -1.5116  -698189.090379  -698183.921936
 62519   -1.4835  -698794.873507  -698789.395139
 62520   -1.4216  -698268.876330  -698262.892104
 62521   -1.4022  -698340.097411  -698338.574118
 62522   -1.3945  -698462.853567  -698457.873103
 62523   -1.5536  -698260.288086  -698254.997007
 62524   -1.4923  -698160.846790  -698157.948995
 62525   -1.5348  -698094.788409  -698088.042260
 62526   -1.4368  -698275.718854  -698269.676332
 62527   -1.4443  -698156.934427  -698152.873375
 62528   -1.5439  -698535.097095  -698531.399972
 62529   -1.4653  -698088.060101  -698083.534699
 62530   -1.5393  -698423.343332  -698417.815131
 62531   -1.5006  -698415.469140  -698412.794540
 62532   -1.5967  -698296.823073  -698292.982493
 62533   -1.4627  -698558.376706  -698552.173077
 62534   -1.4464  -698348.138494  -698345.713019
 62535   -1.4366  -698462.405205  -698457.126309
 62536   -1.4049  -698082.271237  -698074.481772
 62537   -1.4321  -698601.364569  -698596.199673
 62538   -1.3935  -698331.369601  -698327.980805
 62539   -1.5414  -698404.544249  -698400.007119
 62540   -1.4846  -698459.043041  -698455.662476
 62541   -1.4673  -698259.092746  -698253.288704
 62542   -1.4366  -698409.229784  -698406.690186
 62543   -1.4808  -698248.844923  -698238.321486
 62544   -1.4457  -698354.312552  -698350.423216
 62545   -1.3821  -698626.992847  -698620.893434
 62546   -1.4059  -697920.851502  -697910.631310
 62547   -1.5514  -698415.841705  -698407.366967
 62548   -1.4662  -698278.043248  -698272.186982
 62549   -1.4596  -697967.528991  -697959.988322
 62550   -1.4723  -698137.238309  -698132.777072
 62551   -1.4267  -697922.817086  -697917.419031
 62552   -1.3444  -698396.463527  -698389.910698
 62553   -1.4744  -698540.989555  -698536.155629
 62554   -1.5052  -698126.299976  -698122.664198
 62555   -1.4161  -698097.052075  -698091.727996
 62556   -1.5411  -698159.654097  -698153.293336
 62557   -1.5770  -698368.211354  -698365.592245
 62558   -1.3170  -698322.752808  -698318.557268
 62559   -1.3739  -698328.510704  -698324.286755
 62560   -1.3743  -698278.356590  -698272.313444
 62561   -1.4583  -698339.463168  -698335.191549
 62562   -1.4804  -698129.425379  -698123.045765
 62563   -1.5096  -698268.914195  -698265.699938
 62564   -1.6137  -698305.212193  -698301.781274
 62565   -1.5980  -698078.304035  -698074.122680
 62566   -1.5078  -698187.284656  -698184.488646
 62567   -1.4162  -698354.158839  -698349.881479
 62568   -1.3666  -698090.632911  -698087.379308
 62569   -1.3845  -697884.951717  -697879.641463
 62570   -1.4377  -697980.432624  -697970.341717
 62571   -1.5533  -698369.990359  -698364.582414
 62572   -1.5098  -698184.474302  -698182.408225
 62573   -1.4703  -698015.669831  -698010.087033
 62574   -1.4796  -698283.627773  -698277.369163
 62575   -1.5058  -698210.935611  -698205.535483
 62576   -1.4943  -697973.227503  -697967.561588
 62577   -1.5530  -698374.561068  -698371.895407
 62578   -1.4107  -698635.054587  -698630.320060
 62579   -1.4445  -698017.589903  -698016.307907
 62580   -1.4099  -698065.523764  -698059.230442
 62581   -1.4510  -698181.818924  -698176.342471
 62582   -1.4612  -698193.791313  -698187.740026
 62583   -1.5922  -698133.143200  -698124.723289
 62584   -1.5962  -697962.733186  -697957.183335
 62585   -1.5331  -698081.130052  -698072.885021
 62586   -1.5170  -698334.450912  -698328.097809
 62587   -1.4412  -698174.446657  -698168.584512
 62588   -1.4225  -698093.677246  -698086.416138
 62589   -1.4499  -698405.707412  -698395.842650
 62590   -1.4460  -698156.882455  -698150.151606
 62591   -1.4344  -697899.718746  -697895.142849
 62592   -1.6206  -698248.022879  -698240.901142
 62593   -1.6479  -698259.515604  -698259.744242
 62594   -1.6527  -698286.730685  -698281.344018
 62595   -1.5365  -698262.282605  -698257.215515
 62596   -1.4822  -698233.396648  -698226.251075
 62597   -1.3121  -698209.536610  -698205.417463
 62598   -1.5153  -698525.782652  -698521.052413
 62599   -1.6008  -698266.892141  -698262.184033
 62600   -1.6417  -698468.417748  -698462.897387
 62601   -1.3938  -698424.585351  -698420.015900
 62602   -1.5607  -698176.241287  -698171.711886
 62603   -1.4580  -698207.754759  -698204.427041
 62604   -1.5154  -698284.259764  -698274.763295
 62605   -1.4240  -698530.049827  -698524.929631
 62606   -1.4876  -698053.077595  -698049.924372
 62607   -1.5951  -698233.155771  -698225.732879
 62608   -1.4998  -698404.545898  -698398.724992
 62609   -1.4559  -698312.783874  -698304.795811
 62610   -1.5436  -698481.363530  -698476.499109
 62611   -1.6042  -698328.735311  -698323.584577
 62612   -1.5456  -698409.198560  -698404.923725
 62613   -1.5084  -698338.442239  -698332.705874
 62614   -1.4187  -698366.530903  -698359.628242
 62615   -1.3685  -698375.419221  -698371.452162
 62616   -1.4638  -698160.920291  -698158.511764
 62617   -1.4630  -698528.848610  -698524.329172
 62618   -1.5436  -698297.504047  -698295.159325
 62619   -1.4901  -698284.370967  -698279.802534
 62620   -1.4104  -698403.919549  -698398.344430
 62621   -1.3262  -698285.053903  -698282.631193
 62622   -1.4020  -697977.551877  -697972.420410
 62623   -1.4905  -698273.927799  -698269.093692
 62624   -1.4916  -698044.745331  -698037.476724
 62625   -1.4887  -698417.294774  -698411.104872
 62626   -1.5360  -698218.609843  -698210.046602
 62627   -1.4149  -698459.183654  -698452.699727
 62628   -1.4704  -698213.930744  -698206.744978
 62629   -1.4579  -698394.845073  -698390.351240
 62630   -1.4255  -697988.714435  -697983.394614
 62631   -1.4896  -697933.159574  -697928.388539
 62632   -1.5124  -698364.183068  -698359.817319
 62633   -1.5559  -698011.400138  -698007.945951
 62634   -1.5924  -698087.346078  -698083.535298
 62635   -1.4099  -698346.782200  -698338.648627
 62636   -1.4314  -698201.494007  -698194.546334
 62637   -1.4316  -698182.165580  -698178.075347
 62638   -1.4029  -698027.028340  -698021.570249
 62639   -1.4243  -698303.553105  -698299.495206
 62640   -1.5459  -698234.290502  -698227.450818
 62641   -1.4998  -698098.326961  -698092.958159
 62642   -1.5519  -698200.002630  -698197.433385
 62643   -1.4042  -698270.412768  -698264.427839
 62644   -1.4346  -698212.159728  -698205.166515
 62645   -1.4667  -698136.166905  -698127.398154
 62646   -1.6032  -698204.047817  -698201.173283
 62647   -1.6962  -698272.782865  -698269.647910
 62648   -1.5166  -698086.299326  -698078.791324
 62649   -1.4184  -698339.339808  -698327.338570
 62650   -1.3428  -698032.186561  -698026.711843
 62651   -1.3935  -698171.314948  -698165.822421
 62652   -1.3716  -698031.915050  -698025.104682
 62653   -1.4857  -698226.511646  -698224.968527
 62654   -1.5346  -698036.981459  -698029.825252
 62655   -1.6068  -698327.500937  -698322.675431
 62656   -1.5272  -697729.160736  -697724.027094
 62657   -1.4762  -697998.781115  -697990.566903
 62658   -1.4633  -698045.011372  -698038.561678
 62659   -1.4391  -698111.083272  -698105.847323
 62660   -1.4746  -698241.803744  -698235.377595
 62661   -1.5900  -697955.320741  -697950.430197
 62662   -1.6205  -698185.688340  -698180.576082
 62663   -1.5698  -697942.738331  -697937.570864
 62664   -1.4502  -698442.735137  -698440.541695
 62665   -1.4776  -698214.607341  -698210.331010
 62666   -1.4452  -698117.565185  -698112.328760
 62667   -1.5897  -698109.590302  -698106.626369
 62668   -1.5095  -698219.462666  -698213.046753
 62669   -1.3238  -698307.505190  -698298.782616
 62670   -1.4721  -698249.441096  -698241.267333
 62671   -1.4933  -698198.038009  -698191.678175
 62672   -1.5574  -698332.265128  -698324.701584
 62673   -1.4534  -698274.636055  -698273.255681
 62674   -1.6694  -698337.557931  -698328.871885
 62675   -1.4285  -698435.496221  -698430.687628
 62676   -1.5826  -697907.444023  -697901.302229
 62677   -1.4643  -698333.874842  -698332.881794
 62678   -1.4012  -698376.335492  -698375.237846
 62679   -1.3841  -698323.509898  -698315.308418
 62680   -1.3982  -698313.041082  -698311.773008
 62681   -1.5329  -698043.473595  -698042.046579
 62682   -1.4694  -698301.912261  -698295.390750
 62683   -1.4033  -698270.657933  -698269.326090
 62684   -1.4339  -698257.359787  -698252.445120
 62685   -1.4802  -698209.365862  -698207.701213
 62686   -1.5074  -698227.375524  -698224.582026
 62687   -1.5071  -698412.516353  -698409.177556
 62688   -1.6388  -698328.686598  -698323.275164
 62689   -1.3250  -698194.591842  -698186.807037
 62690   -1.5547  -698053.927244  -698050.962906
 62691   -1.3672  -697985.257116  -697983.076923
 62692   -1.5887  -698197.105181  -698193.501813
 62693   -1.4391  -697865.135822  -697861.461651
 62694   -1.3579  -698131.550347  -698127.896547
 62695   -1.4834  -698238.865078  -698233.299227
 62696   -1.5420  -697926.741471  -697921.777139
 62697   -1.5104  -698137.213149  -698131.493376
 62698   -1.5464  -698556.320112  -698553.996195
 62699   -1.4386  -698303.944814  -698298.693995
 62700   -1.4543  -697976.275112  -697971.441569
 62701   -1.4667  -698093.344382  -698088.320601
 62702   -1.4720  -698457.974167  -698455.458923
 62703   -1.4905  -698372.911338  -698367.978477
 62704   -1.5366  -698007.212331  -698008.216333
 62705   -1.4192  -698151.898668  -698147.367320
 62706   -1.3978  -698416.035642  -698406.306662
 62707   -1.5201  -698041.978607  -698037.621174
 62708   -1.5416  -698168.439693  -698164.858888
 62709   -1.5039  -698146.245634  -698140.220653
 62710   -1.5179  -698102.460303  -698098.272353
 62711   -1.5202  -698393.917952  -698389.663105
 62712   -1.4565  -697988.586745  -697985.895774
 62713   -1.4549  -698196.745234  -698192.215854
 62714   -1.4880  -697950.728036  -697946.056796
 62715   -1.4575  -698358.129544  -698352.095402
 62716   -1.4746  -698353.504029  -698347.760836
 62717   -1.5345  -698164.856077  -698158.825628
 62718   -1.4661  -698061.841353  -698057.158807
 62719   -1.4456  -698065.445886  -698062.389814
 62720   -1.4217  -698291.078856  -698287.583040
 62721   -1.4237  -697862.102656  -697858.248959
 62722   -1.4661  -698473.586470  -698467.581146
 62723   -1.4139  -698028.750765  -698025.422720
 62724   -1.5307  -698281.915183  -698283.086747
 62725   -1.5835  -697991.084774  -697986.793322
 62726   -1.3839  -698209.866182  -698206.651565
 62727   -1.5188  -698455.236633  -698448.865016
 62728   -1.3826  -697787.666580  -697784.159359
 62729   -1.2531  -697917.693345  -697912.687106
 62730   -1.3976  -698182.009437  -698180.189407
 62731   -1.4552  -697920.875307  -697914.748513
 62732   -1.5495  -698105.166472  -698099.002387
 62733   -1.4575  -698101.472809  -698099.713349
 62734   -1.5772  -698306.222036  -698302.812892
 62735   -1.3492  -698182.085948  -698174.212416
 62736   -1.5294  -698482.366023  -698475.546315
 62737   -1.7124  -698181.045211  -698177.717288
 62738   -1.4810  -698422.361365  -698419.486379
 62739   -1.3749  -698243.820013  -698239.709716
 62740   -1.3115  -698375.703126  -698371.950500
 62741   -1.4551  -698319.225962  -698313.654680
 62742   -1.5778  -698302.585882  -698295.218846
 62743   -1.5828  -698027.645255  -698024.073276
 62744   -1.4058  -698245.879362  -698238.935152
 62745   -1.5306  -698312.459672  -698310.077465
 62746   -1.4462  -698238.437273  -698234.308673
 62747   -1.4374  -698120.904357  -698114.910170
 62748   -1.5471  -698171.965266  -698159.732870
 62749   -1.4957  -698278.411651  -698273.095282
 62750   -1.6011  -698223.077204  -698218.104303
 62751   -1.5587  -698017.569328  -698013.520214
 62752   -1.4849  -698355.050892  -698350.400460
 62753   -1.5113  -698230.284364  -698225.046854
 62754   -1.4242  -698025.030364  -698019.386069
 62755   -1.5475  -698195.512833  -698189.476691
 62756   -1.4658  -697989.031973  -697986.362405
 62757   -1.4615  -698348.048571  -698342.679220
 62758   -1.5524  -698111.908240  -698110.796980
 62759   -1.5667  -698119.226456  -698115.018591
 62760   -1.3622  -698112.955417  -698108.174042
 62761   -1.4806  -698496.740255  -698490.872490
 62762   -1.4428  -698406.718349  -698404.526338
 62763   -1.5649  -698283.400425  -698278.542894
 62764   -1.5294  -698108.919742  -698106.053469
 62765   -1.5343  -698324.588443  -698317.908180
 62766   -1.3731  -698303.314958  -698298.853857
 62767   -1.4427  -698384.166163  -698381.245103
 62768   -1.4530  -698340.831363  -698335.193084
 62769   -1.3404  -698203.205166  -698198.032801
 62770   -1.4431  -698000.193052  -697994.360857
 62771   -1.4889  -698173.827307  -698166.132939
 62772   -1.5381  -698214.637436  -698211.832118
 62773   -1.5518  -698176.887227  -698174.209604
 62774   -1.4410  -698378.809005  -698375.492835
 62775   -1.5699  -698268.467461  -698261.499092
 62776   -1.4497  -697896.667398  -697894.314634
 62777   -1.4653  -698313.932904  -698307.480219
 62778   -1.5359  -698376.439035  -698374.026939
 62779   -1.5116  -698226.714339  -698224.218149
 62780   -1.4548  -698284.509047  -698283.237337
 62781   -1.5113  -697874.745439  -697870.879058
 62782   -1.4369  -698145.525742  -698140.327892
 62783   -1.4883  -698134.687494  -698133.550458
 62784   -1.3629  -698328.814971  -698323.913791
 62785   -1.4836  -698329.575021  -698323.672098
 62786   -1.4030  -698596.030518  -698593.419139
 62787   -1.4372  -698283.263683  -698281.305678
 62788   -1.4567  -698144.470163  -698142.126204
 62789   -1.5484  -698206.521017  -698201.128509
 62790   -1.5639  -698342.137264  -698339.864595
 62791   -1.3910  -698438.379424  -698435.691896
 62792   -1.4840  -698252.951565  -698252.394044
 62793   -1.4048  -698293.133588  -698287.781482
 62794   -1.3925  -698198.141500  -698194.399332
 62795   -1.4321  -698388.264285  -698384.201285
 62796   -1.4774  -698253.260566  -698246.699217
 62797   -1.5651  -698161.806446  -698157.257358
 62798   -1.5803  -697998.458318  -697996.969390
 62799   -1.5226  -698099.459741  -698094.575303
 62800   -1.5117  -698041.300409  -698033.066097
 62801   -1.3735  -698290.372359  -698284.114312
 62802   -1.3921  -698027.596465  -698022.230559
 62803   -1.4443  -698041.111988  -698033.732033
 62804   -1.4589  -698136.040412  -698130.613463
 62805   -1.4323  -697859.237541  -697853.287792
 62806   -1.3766  -698257.093524  -698255.118604
 62807   -1.4158  -698350.266084  -698345.929966
 62808   -1.4961  -697984.743187  -697979.057176
 62809   -1.5293  -698036.732641  -698028.856888
 62810   -1.4260  -698085.426906  -698082.172448
 62811   -1.4830  -698112.798898  -698107.807798
 62812   -1.4412  -698377.293054  -698371.058166
 62813   -1.4529  -698173.431698  -698167.276228
 62814   -1.5832  -698088.881126  -698084.365597
 62815   -1.4617  -698398.500452  -698392.273333
 62816   -1.5553  -697857.498928  -697848.317647
 62817   -1.4564  -698083.116034  -698080.539073
 62818   -1.4752  -698095.319549  -698092.523107
 62819   -1.4732  -697748.909228  -697744.972652
 62820   -1.5075  -697960.738914  -697953.740676
 62821   -1.5267  -698007.931354  -698002.741933
 62822   -1.4832  -697912.155722  -697906.272551
 62823   -1.5764  -698225.558250  -698220.474295
 62824   -1.4660  -697856.197326  -697849.635741
 62825   -1.3628  -698091.175772  -698086.392242
 62826   -1.5201  -698044.655152  -698037.268331
 62827   -1.4698  -698035.031125  -698032.293094
 62828   -1.5102  -698165.833520  -698156.890933
 62829   -1.5196  -698350.018152  -698345.917970
 62830   -1.4543  -698173.137786  -698166.876791
 62831   -1.3866  -697827.134066  -697824.270769
 62832   -1.3630  -697771.373908  -697768.076808
 62833   -1.3961  -698281.548699  -698278.682264
 62834   -1.6013  -697974.194199  -697970.485098
 62835   -1.4746  -698271.926477  -698270.902733
 62836   -1.3764  -697882.659344  -697878.004391
 62837   -1.4310  -697986.607024  -697982.862729
 62838   -1.5165  -698034.585471  -698031.614435
 62839   -1.4151  -698121.616495  -698113.458565
 62840   -1.4160  -698169.327885  -698165.785751
 62841   -1.5468  -697947.598072  -697943.133577
 62842   -1.3976  -697776.319246  -697774.397975
 62843   -1.3936  -698191.886785  -698185.296354
 62844   -1.4641  -698121.543841  -698120.006380
 62845   -1.4592  -697908.409044  -697906.292486
 62846   -1.5137  -697841.267903  -697838.484071
 62847   -1.4931  -698128.734980  -698123.655389
 62848   -1.4685  -698195.716556  -698190.920294
 62849   -1.4108  -697881.511807  -697879.538477
 62850   -1.4168  -698321.050356  -698317.006658
 62851   -1.4977  -698270.727756  -698267.679097
 62852   -1.4423  -698213.916637  -698212.618226
 62853   -1.4389  -697815.369698  -697813.133811
 62854   -1.4280  -698145.694629  -698140.489187
 62855   -1.6187  -697753.452107  -697748.126748
 62856   -1.5375  -697992.100396  -697987.175933
 62857   -1.3404  -698061.436299  -698059.498456
 62858   -1.3548  -698215.464274  -698211.107747
 62859   -1.4487  -698214.151698  -698210.170157
 62860   -1.4301  -698105.715497  -698101.956973
 62861   -1.4994  -698285.996704  -698280.548282
 62862   -1.3770  -698095.325008  -698094.538066
 62863   -1.4995  -697963.810193  -697960.488407
 62864   -1.4120  -698255.700245  -698255.659289
 62865   -1.5244  -698127.517654  -698124.786388
 62866   -1.6143  -698152.152422  -698148.630840
 62867   -1.3880  -698111.517349  -698107.404522
 62868   -1.4580  -698167.775060  -698160.757884
 62869   -1.6010  -698040.479653  -698034.143704
 62870   -1.3664  -698213.310736  -698212.897619
 62871   -1.3862  -698216.355661  -698211.134311
 62872   -1.4973  -698308.499530  -698302.840437
 62873   -1.5765  -697977.168392  -697971.948882
 62874   -1.5516  -698222.189527  -698219.166134
 62875   -1.3516  -697960.907808  -697957.087652
 62876   -1.4057  -697726.528013  -697723.157861
 62877   -1.4353  -698185.783527  -698184.223745
 62878   -1.5112  -698126.653027  -698122.743563
 62879   -1.5348  -698052.054429  -698045.981753
 62880   -1.4242  -698232.076800  -698229.763264
 62881   -1.4465  -698345.321403  -698342.067333
 62882   -1.4975  -698463.978919  -698460.318131
 62883   -1.4945  -698195.934964  -698193.134154
 62884   -1.3706  -698199.654516  -698192.215091
 62885   -1.4124  -697972.375615  -697969.112979
